order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
526,142,John Smith,250,Fitness Tracker,Electronics,Wallet,38,9768,2022-04-13 08:45:35,USA,New York,www.flipkart.com,35809,N,Insufficient Funds
527,109,Trinity,222,Bluetooth Speaker,Electronics,Card,37,4692,2022-09-30 08:13:05,Germany,Berlin,www.amazon.com,26517,N,Timeout
528,174,Trinity,294,Poetry,Books,UPI,22,2265,2023-06-27 21:10:49,Germany,Hamburg,www.flipkart.com,11708,N,Invalid CVV
529,181,John Smith,264,Socks,Clothing,Wallet,31,9253,2022-10-29 09:35:41,USA,Boston,www.tatacliq.com,21523,Y,
530,165,Neo,272,Bluetooth Earbuds,Electronics,Card,7,4546,2021-01-30 15:31:39,India,Bengaluru,www.amazon.com,76580,N,Invalid CVV
531,139,Joe Smith,206,Bluetooth Earbuds,Electronics,Wallet,32,5848,2021-11-25 14:29:01,UK,London,www.flipkart.com,76932,N,Timeout
532,148,Joe Smith,229,Fantasy,Books,Internet Banking,19,7850,2022-09-09 09:22:12,USA,New York,www.tatacliq.com,34335,N,Timeout
533,112,John Smith,213,Air Fryer,Home & Kitchen,Internet Banking,9,3888,2023-02-17 13:13:17,USA,Chicago,www.tatacliq.com,14671,N,Insufficient Funds
534,140,Trinity,281,Shorts,Clothing,Wallet,32,5831,2023-01-01 00:00:00,UK,Oxford,www.tatacliq.com,66803,N,Invalid CVV
535,153,Mary Jane,298,Coffee Maker,Home & Kitchen,Card,18,2002,2023-10-05 03:55:47,UK,Manchester,www.amazon.com,88140,N,Insufficient Funds
536,143,Mary Jane,245,Projector,Electronics,UPI,20,4650,2022-05-11 14:14:47,India,Mumbai,www.flipkart.com,82131,N,Timeout
537,154,John Smith,287,Wireless Router,Electronics,UPI,21,7365,2023-11-19 08:31:38,USA,Chicago,www.tatacliq.com,79461,N,Invalid CVV
538,144,Joe Smith,282,Microwave,Home & Kitchen,Internet Banking,25,6838,2023-01-11 06:39:14,UK,Manchester,www.ebay.in,12059,Y,
539,130,Neo,294,Horror,Books,Internet Banking,41,6221,2022-07-17 09:28:02,India,Bengaluru,www.amazon.com,68141,Y,
540,196,Mary Jane,225,Binder,Stationery,Wallet,10,9620,2022-03-23 16:29:28,UK,London,www.flipkart.com,81830,N,Timeout
541,135,Trinity,255,Headphones,Electronics,Card,27,1962,2023-01-02 04:44:53,India,Bengaluru,www.amazon.com,85920,N,Timeout
542,100,Trinity,270,Graphic Novels,Books,Card,5,5894,2021-11-21 04:06:49,UK,Manchester,www.flipkart.com,69968,Y,
543,160,Neo,246,USB Flash Drive,Electronics,Internet Banking,14,2604,2023-05-16 18:32:04,India,Bengaluru,www.flipkart.com,21821,N,Invalid CVV
544,111,John Smith,247,Underwear,Clothing,Internet Banking,26,8156,2022-05-03 14:04:38,India,Bengaluru,www.tatacliq.com,12047,Y,
545,154,Mary Jane,256,Memoir,Books,UPI,26,4346,2023-11-21 12:46:48,UK,Manchester,www.ebay.in,66527,N,Timeout
546,117,Neo,282,Non-fiction,Books,Wallet,41,5928,2022-02-11 01:41:02,Germany,Munich,www.flipkart.com,28684,N,Invalid CVV
547,156,Mary Jane,275,File Folder,Stationery,Card,5,7545,2022-03-12 01:03:19,India,Mumbai,www.amazon.com,45086,N,Insufficient Funds
548,168,John Smith,213,Chopping Board,Home & Kitchen,UPI,28,9519,2021-01-27 22:34:50,UK,Manchester,www.amazon.com,65629,Y,
549,163,Neo,201,Skirts,Clothing,Internet Banking,9,6212,2021-08-22 08:33:50,Germany,Berlin,www.amazon.com,15576,Y,
550,189,John Smith,207,Projector,Electronics,Card,36,5094,2021-03-30 21:20:23,USA,Boston,www.tatacliq.com,94853,Y,
551,188,John Smith,284,Markers,Stationery,UPI,32,6521,2022-02-18 17:46:59,Australia,Brisbane,www.amazon.com,59524,Y,
552,129,John Smith,259,Scissors,Stationery,UPI,5,6340,2022-03-26 03:23:55,Germany,Berlin,www.flipkart.com,11685,Y,
553,115,Neo,245,Skirts,Clothing,UPI,48,5738,2023-03-14 20:57:52,India,Mumbai,www.tatacliq.com,44819,Y,
554,124,Trinity,272,Gaming Console,Electronics,UPI,44,2325,2022-03-01 08:21:13,USA,Boston,www.flipkart.com,32557,N,Invalid CVV
555,116,Joe Smith,219,Memoir,Books,UPI,34,4224,2021-04-23 21:19:28,Germany,Munich,www.amazon.com,15560,Y,
556,130,Joe Smith,247,Mugs,Home & Kitchen,Card,41,4156,2022-11-04 19:29:25,India,Indore,www.tatacliq.com,58967,N,Timeout
557,130,Neo,280,Jackets,Clothing,Wallet,37,5792,2023-03-24 20:09:32,Australia,Brisbane,www.flipkart.com,76631,Y,
558,151,Trinity,203,Thrillers,Books,Internet Banking,-31,5219,2021-04-27 23:52:56,Australia,Brisbane,www.tatacliq.com,41398,Y,
559,159,Trinity,264,Suits,Clothing,Invalid,49,6180,2023-08-15 09:14:50,Australia,Brisbane,www.amazon.com,43967,Y,
560,133,Trinity,262,Sweaters,Clothing,Internet Banking,2,9874,2021-03-13 04:23:50,UK,London,www.flipkart.com,63000,Y,
561,154,Mary Jane,207,Headphones,Electronics,Wallet,17,5598,2022-10-15 13:27:30,UK,Oxford,www.tatacliq.com,35265,N,Timeout
562,194,John Smith,270,File Folder,Stationery,Wallet,50,1272,2022-02-25 11:12:55,Australia,Melbourne,www.flipkart.com,53910,N,Insufficient Funds
563,170,John Smith,244,Graphic Novels,Books,UPI,22,4698,2023-06-26 17:33:22,Germany,Berlin,www.tatacliq.com,79655,N,Insufficient Funds
564,150,Trinity,247,Blender,Home & Kitchen,Wallet,48,9942,2022-03-24 17:38:06,USA,New York,www.flipkart.com,60090,Y,
565,108,Trinity,211,Biography,Books,Wallet,47,7310,2023-05-21 04:27:06,Australia,Sydney,www.ebay.in,19853,N,Insufficient Funds
566,177,Joe Smith,283,Bluetooth Speaker,Electronics,Card,2,1251,2023-04-03 06:45:48,Germany,Berlin,www.amazon.com,97114,N,Insufficient Funds
567,159,John Smith,247,VR Headset,Electronics,UPI,25,8368,2023-02-25 21:01:42,India,Indore,www.tatacliq.com,52965,Y,
568,137,Joe Smith,294,Smartwatch,Electronics,Internet Banking,35,6485,2022-11-16 01:03:03,India,Bengaluru,www.amazon.com,48380,Y,
569,154,Mary Jane,255,Air Fryer,Home & Kitchen,Card,39,2599,2023-05-29 16:10:41,India,Bengaluru,www.amazon.com,62719,N,Timeout
570,112,Mary Jane,272,Young Adult,Books,Internet Banking,40,727,2022-08-18 01:10:59,Germany,Berlin,www.flipkart.com,47418,Y,
571,147,Mary Jane,277,Mystery,Books,UPI,21,8975,2023-02-10 12:59:19,India,Bengaluru,www.amazon.com,48206,N,Insufficient Funds
572,187,Joe Smith,210,Cutlery,Home & Kitchen,Internet Banking,18,8392,2021-08-31 01:01:14,USA,Chicago,www.ebay.in,12560,N,Invalid CVV
573,158,Neo,222,Coffee Maker,Home & Kitchen,Card,16,7909,2021-09-26 01:26:01,USA,Boston,www.tatacliq.com,99962,Y,
574,198,John Smith,240,Spatulas,Home & Kitchen,Internet Banking,37,692,2023-05-15 21:09:49,USA,Boston,www.tatacliq.com,54933,Y,
575,182,John Smith,297,Wireless Router,Electronics,Internet Banking,41,3113,2023-05-26 16:50:11,Australia,Melbourne,www.tatacliq.com,35814,N,Invalid CVV
576,191,Neo,261,Children's Books,Books,Card,12,453,2022-04-24 02:18:17,USA,New York,www.ebay.in,50557,Y,
577,114,Trinity,203,Smart TV,Electronics,UPI,50,9266,2023-12-07 12:48:48,Germany,Munich,www.flipkart.com,53092,N,Invalid CVV
578,134,Trinity,286,Drone,Electronics,UPI,39,9779,2023-12-07 16:19:29,USA,Chicago,www.ebay.in,23686,N,Insufficient Funds
579,108,Trinity,295,VR Headset,Electronics,Internet Banking,50,9872,2022-12-20 13:05:16,Australia,Melbourne,www.tatacliq.com,28308,N,Insufficient Funds
580,190,Trinity,286,Skirts,Clothing,UPI,7,4398,2022-01-09 03:13:55,Australia,Sydney,www.flipkart.com,55255,N,Insufficient Funds
581,102,Neo,221,Cookbooks,Books,UPI,42,2102,2022-02-06 14:39:39,India,Indore,www.flipkart.com,75528,N,Invalid CVV
582,128,Joe Smith,233,Dish Rack,Home & Kitchen,Card,45,9867,2021-09-08 16:17:44,Germany,Hamburg,www.amazon.com,13146,N,Timeout
583,121,Mary Jane,236,Fitness Tracker,Electronics,Card,40,9477,2022-12-15 21:24:41,India,Bengaluru,www.amazon.com,60223,N,Insufficient Funds
584,196,Joe Smith,282,Horror,Books,Internet Banking,45,2001,2022-09-08 09:55:01,Germany,Munich,www.flipkart.com,36255,Y,
585,106,Neo,202,Calculator,Stationery,UPI,19,6771,2023-08-24 08:18:38,USA,New York,www.tatacliq.com,37670,Y,
586,143,Neo,270,Home Theater System,Electronics,Internet Banking,18,7830,2022-11-21 19:47:52,Germany,Munich,www.flipkart.com,74695,Y,
587,103,John Smith,244,Science Fiction,Books,Card,21,718,2023-12-01 16:32:34,UK,Oxford,www.amazon.com,87751,Y,
588,129,John Smith,205,Letter Opener,Stationery,UPI,11,7973,2022-02-17 09:46:10,Australia,Sydney,www.flipkart.com,91289,N,Insufficient Funds
589,134,John Smith,232,Fantasy,Books,Internet Banking,28,8904,2021-10-14 20:50:14,India,Bengaluru,www.amazon.com,31615,Y,
590,170,Neo,274,Pants,Clothing,Internet Banking,25,8490,2023-04-06 21:05:18,India,Mumbai,www.amazon.com,30946,N,Timeout
591,179,Mary Jane,254,Children's Books,Books,Card,7,3239,2023-08-07 08:19:34,USA,Boston,www.tatacliq.com,61565,N,Insufficient Funds
592,110,Joe Smith,228,Tablet,Electronics,Card,30,8953,2023-01-09 03:06:31,UK,London,www.flipkart.com,51546,Y,
593,157,Joe Smith,222,Eraser,Stationery,UPI,3,7487,2021-03-23 05:04:00,India,Bengaluru,www.tatacliq.com,56029,Y,
594,149,John Smith,297,Mystery,Books,UPI,6,2678,2022-07-30 17:46:30,Germany,Berlin,www.ebay.in,40358,Y,
595,101,Mary Jane,232,Bluetooth Earbuds,Electronics,Wallet,37,2153,2021-05-22 18:41:06,Australia,Brisbane,www.ebay.in,70668,Y,
596,110,Neo,257,Bluetooth Speaker,Electronics,UPI,-10,4840,2021-12-16 09:07:32,USA,Boston,www.tatacliq.com,75381,Y,
597,100,,286,File Folder,Stationery,UPI,43,36,2021-09-02 20:04:16,Germany,Munich,www.tatacliq.com,95063,N,Invalid CVV
598,154,Mary Jane,219,Smart TV,Electronics,Card,2,2903,2023-08-12 20:21:08,Germany,Berlin,www.ebay.in,34326,N,Insufficient Funds
599,145,John Smith,233,Thrillers,Books,Wallet,36,1739,2021-01-28 02:08:09,USA,Chicago,www.flipkart.com,75432,N,Invalid CVV
600,169,Mary Jane,222,Paper Clips,Stationery,Wallet,19,983,2022-09-23 22:20:03,UK,Manchester,www.ebay.in,71915,N,Timeout
601,198,Trinity,256,Blouses,Clothing,Internet Banking,12,8373,2022-11-08 02:24:52,Germany,Berlin,www.ebay.in,94758,N,Insufficient Funds
602,179,Joe Smith,221,VR Headset,Electronics,UPI,34,6399,2023-01-01 00:00:00,Germany,Hamburg,www.ebay.in,54897,N,Timeout
603,101,Neo,245,Cookbooks,Books,Wallet,48,2151,2023-05-26 09:38:12,India,Indore,www.tatacliq.com,49573,Y,
604,163,Joe Smith,252,Mystery,Books,UPI,49,1776,2021-10-26 18:36:24,UK,London,www.tatacliq.com,36408,N,Insufficient Funds
605,161,Neo,244,Pencil Sharpener,Stationery,Wallet,11,3845,2022-06-07 22:54:01,Australia,Sydney,www.ebay.in,17523,Y,
606,175,Neo,271,Socks,Clothing,Card,25,1101,2021-12-18 18:16:33,Australia,Sydney,www.amazon.com,59187,Y,
607,199,Trinity,245,Scarves,Clothing,Wallet,38,4288,2022-09-12 08:06:11,Germany,Munich,www.flipkart.com,10715,Y,
608,121,Trinity,300,Fitness Tracker,Electronics,UPI,3,550,2023-01-07 11:53:24,USA,Chicago,www.ebay.in,42461,Y,
609,124,Trinity,259,VR Headset,Electronics,Card,23,523,2021-11-10 18:18:14,India,Bengaluru,www.tatacliq.com,59823,N,Insufficient Funds
610,130,Mary Jane,223,Portable Charger,Electronics,Invalid,10,910,2021-09-23 11:24:58,UK,Manchester,www.amazon.com,88773,N,Insufficient Funds
611,103,Mary Jane,284,Bluetooth Earbuds,Electronics,UPI,13,923,2021-06-23 06:35:01,UK,Oxford,www.amazon.com,37140,Y,
612,137,Joe Smith,266,Science Fiction,Books,Internet Banking,42,8674,2021-04-20 02:48:57,Germany,Hamburg,www.tatacliq.com,67412,N,Timeout
613,149,John Smith,247,Laptop,Electronics,UPI,32,5494,2023-12-08 14:02:38,UK,London,www.flipkart.com,50763,N,Timeout
614,136,Mary Jane,254,Coats,Clothing,UPI,44,235,2023-12-12 22:34:50,India,Bengaluru,www.tatacliq.com,37821,Y,
615,165,Neo,233,Comics,Books,Card,13,7913,2022-08-12 03:26:49,Germany,Hamburg,www.ebay.in,87858,N,Insufficient Funds
616,113,Neo,205,Children's Books,Books,UPI,2,6733,2022-12-21 15:27:47,Germany,Munich,www.flipkart.com,28800,N,Timeout
617,197,Mary Jane,236,Tape,Stationery,UPI,5,1783,2021-08-26 06:35:15,Germany,Berlin,www.flipkart.com,59551,N,Invalid CVV
618,102,Trinity,248,Suits,Clothing,UPI,28,7846,2022-04-20 17:14:03,India,Indore,www.ebay.in,50007,Y,
619,116,Trinity,224,Gaming Console,Electronics,UPI,3,2228,2022-02-25 15:47:09,USA,New York,www.flipkart.com,23618,N,Insufficient Funds
620,187,Joe Smith,254,Spatulas,Home & Kitchen,Internet Banking,23,5698,2021-12-28 15:57:07,Germany,Munich,www.amazon.com,90101,Y,
621,106,John Smith,270,VR Headset,Electronics,Wallet,13,4368,2022-05-18 23:47:45,USA,Boston,www.amazon.com,38198,N,Insufficient Funds
622,112,John Smith,239,Plates,Home & Kitchen,Card,4,9267,2022-06-29 01:48:11,Germany,Berlin,www.tatacliq.com,92123,Y,
623,143,Joe Smith,233,Wireless Router,Electronics,UPI,24,3521,2022-03-12 00:51:33,Germany,Munich,www.ebay.in,19970,Y,
624,179,,288,Kitchen Towels,Home & Kitchen,Card,22,2571,2022-08-10 15:11:29,USA,Boston,www.tatacliq.com,18304,N,Timeout
625,183,Mary Jane,277,Memoir,Books,Internet Banking,22,8532,2022-04-18 14:11:36,USA,Chicago,www.tatacliq.com,83031,Y,
626,124,Mary Jane,247,Drone,Electronics,Internet Banking,10,7604,2022-06-15 17:30:45,India,Bengaluru,www.flipkart.com,85904,Y,
627,137,Mary Jane,262,Tablet,Electronics,Card,1,6709,2023-07-06 13:07:35,India,Bengaluru,www.flipkart.com,69473,N,Insufficient Funds
628,116,John Smith,237,Shorts,Clothing,Internet Banking,43,1718,2022-02-15 23:27:41,UK,Manchester,www.ebay.in,47512,Y,
629,196,Joe Smith,253,Smartwatch,Electronics,Wallet,36,1768,2022-03-10 07:06:41,UK,Oxford,www.amazon.com,51467,Y,
630,138,Joe Smith,259,Sweaters,Clothing,Wallet,29,1700,2021-06-08 08:19:15,UK,Manchester,www.amazon.com,45833,N,Timeout
631,189,Mary Jane,255,Air Fryer,Home & Kitchen,Wallet,11,9708,2021-02-21 16:35:42,Germany,Berlin,www.ebay.in,88837,Y,
632,141,Mary Jane,299,Socks,Clothing,Wallet,33,6186,2023-06-14 06:42:01,Australia,Melbourne,www.tatacliq.com,97706,Y,
633,124,Joe Smith,291,Markers,Stationery,Card,9,9625,2021-04-20 03:48:07,India,Indore,www.tatacliq.com,47694,N,Timeout
634,159,Trinity,279,Mystery,Books,UPI,47,2883,2023-05-29 18:15:48,Australia,Brisbane,www.amazon.com,94663,N,Timeout
635,103,Neo,203,Shoes,Clothing,Wallet,32,3558,2023-12-11 07:29:19,Australia,Brisbane,www.amazon.com,32122,N,Invalid CVV
636,176,John Smith,232,Microwave,Home & Kitchen,Internet Banking,34,8707,2023-09-26 12:34:48,UK,Oxford,www.tatacliq.com,16217,Y,
637,146,John Smith,292,Fiction,Books,UPI,48,3611,2022-10-23 02:49:21,UK,Manchester,www.amazon.com,48733,Y,
638,106,John Smith,227,Monitor,Electronics,Card,39,7437,2023-03-28 03:17:55,Germany,Munich,www.flipkart.com,16362,Y,
639,115,Trinity,265,Coats,Clothing,Internet Banking,28,1832,2022-07-21 05:44:06,USA,New York,www.ebay.in,78120,N,Insufficient Funds
640,175,Neo,288,Air Fryer,Home & Kitchen,Card,31,9795,2021-07-18 06:28:42,Germany,Hamburg,www.tatacliq.com,84363,Y,
641,145,Joe Smith,254,Tape,Stationery,Card,49,8207,2022-09-15 22:40:27,Germany,Hamburg,www.tatacliq.com,26362,N,Invalid CVV
642,168,Mary Jane,223,Coffee Maker,Home & Kitchen,Wallet,31,8331,2023-01-16 17:11:30,USA,New York,www.ebay.in,65317,N,Timeout
643,161,,222,Underwear,Clothing,Wallet,23,1086,2022-11-14 14:02:25,India,Indore,www.ebay.in,27270,Y,
644,159,John Smith,250,Drone,Electronics,Card,3,2906,2021-03-14 19:23:19,Germany,Hamburg,www.tatacliq.com,93218,N,Insufficient Funds
645,157,Joe Smith,204,Self-Help,Books,Internet Banking,26,2609,2022-11-29 01:34:46,Australia,Melbourne,www.flipkart.com,28155,N,Invalid CVV
646,112,Mary Jane,293,Socks,Clothing,UPI,13,9991,2023-10-03 00:43:45,UK,Oxford,www.amazon.com,20368,N,Insufficient Funds
647,200,Mary Jane,263,File Folder,Stationery,Wallet,16,8999,2021-01-22 15:43:08,India,Bengaluru,www.ebay.in,72267,N,Insufficient Funds
648,139,Trinity,207,Portable Charger,Electronics,Wallet,13,6125,2021-11-30 01:05:20,Germany,Munich,www.flipkart.com,79100,Y,
649,125,Neo,215,VR Headset,Electronics,Internet Banking,47,5953,2022-04-24 17:19:21,Germany,Munich,www.amazon.com,33871,N,Invalid CVV
650,120,Joe Smith,227,Hoodies,Clothing,Wallet,21,5043,2021-08-24 22:48:50,Germany,Munich,www.amazon.com,35751,N,Invalid CVV
651,143,Neo,265,Historical Fiction,Books,UPI,15,3271,2021-03-16 06:56:10,USA,Boston,www.flipkart.com,59850,N,Invalid CVV
652,153,Trinity,287,Blouses,Clothing,Card,45,7102,2022-06-22 13:48:16,Germany,Berlin,www.tatacliq.com,62540,N,Invalid CVV
653,137,John Smith,209,Mugs,Home & Kitchen,Invalid,41,752,2022-08-22 08:06:00,UK,Manchester,www.amazon.com,78061,N,Timeout
654,190,Trinity,237,T-Shirts,Clothing,UPI,32,1436,2023-02-08 01:07:38,UK,Oxford,www.flipkart.com,66080,Y,
655,103,Mary Jane,202,Cutlery,Home & Kitchen,Internet Banking,13,3519,2023-05-28 17:24:11,Australia,Sydney,www.tatacliq.com,63450,N,Timeout
656,104,John Smith,262,Suits,Clothing,Invalid,41,7519,2022-10-19 00:08:52,Germany,Berlin,www.flipkart.com,49408,N,Timeout
657,101,John Smith,289,Tape,Stationery,UPI,18,750,2023-02-20 23:39:35,UK,Oxford,www.tatacliq.com,94691,N,Timeout
658,177,Trinity,264,Fantasy,Books,UPI,30,8531,2021-12-26 00:36:56,UK,Manchester,www.flipkart.com,29969,Y,
659,145,John Smith,248,Fitness Tracker,Electronics,Wallet,37,5321,2023-01-05 19:17:07,UK,London,www.flipkart.com,78703,Y,
660,146,Trinity,273,Whiteboard Markers,Stationery,UPI,16,2636,2021-01-01 07:36:55,UK,Oxford,www.flipkart.com,90860,Y,
661,142,Neo,218,Swimwear,Clothing,Wallet,30,5291,2022-06-11 23:34:56,Germany,Munich,www.flipkart.com,93849,N,Insufficient Funds
662,129,Mary Jane,206,Wireless Router,Electronics,Wallet,3,651,2021-05-30 00:50:48,India,Indore,www.amazon.com,46584,N,Invalid CVV
663,121,Neo,208,Monitor,Electronics,Internet Banking,18,7830,2022-02-05 12:22:46,USA,Chicago,www.amazon.com,42855,Y,
664,102,Joe Smith,202,Hats,Clothing,Wallet,23,5007,2023-07-02 23:58:36,India,Bengaluru,www.tatacliq.com,49921,Y,
665,187,Neo,206,T-Shirts,Clothing,Wallet,2,3806,2021-04-15 17:58:03,USA,Boston,www.tatacliq.com,46991,N,Invalid CVV
666,130,Mary Jane,261,Highlighters,Stationery,Card,29,9428,2022-09-20 13:09:42,Australia,Brisbane,www.ebay.in,99672,N,Insufficient Funds
667,189,Trinity,262,Sportswear,Clothing,UPI,13,3899,2021-01-19 01:14:11,Australia,Melbourne,www.tatacliq.com,56927,N,Timeout
668,170,Mary Jane,290,Paper Cutter,Stationery,Card,28,73,2022-12-31 17:04:39,Germany,Hamburg,www.amazon.com,82543,Y,
669,185,Mary Jane,237,Self-Help,Books,Internet Banking,40,7483,2022-06-14 19:11:45,UK,Oxford,www.ebay.in,42503,N,Invalid CVV
670,100,Trinity,206,Self-Help,Books,Internet Banking,8,8683,2023-05-18 17:15:24,India,Mumbai,www.flipkart.com,11460,Y,
671,162,John Smith,215,Science Fiction,Books,Card,5,1461,2021-01-16 20:27:13,India,Indore,www.tatacliq.com,45840,N,Insufficient Funds
672,174,Trinity,280,Dresses,Clothing,Wallet,12,120,2021-04-23 05:00:16,India,Indore,www.ebay.in,55889,N,Timeout
673,187,Neo,253,Glue Stick,Stationery,UPI,29,7808,2022-02-16 03:27:35,Germany,Berlin,www.flipkart.com,96191,Y,
674,199,John Smith,209,Mixing Bowls,Home & Kitchen,Card,37,3824,2021-05-28 23:55:08,Germany,Hamburg,www.tatacliq.com,24598,Y,
675,122,Mary Jane,285,Fantasy,Books,Wallet,42,4778,2021-08-16 16:14:16,UK,London,www.ebay.in,35063,Y,
676,113,John Smith,298,Sweaters,Clothing,Internet Banking,12,2560,2021-06-20 02:54:21,USA,Boston,www.amazon.com,61957,N,Invalid CVV
677,139,Neo,285,Sportswear,Clothing,UPI,4,8656,2023-01-01 00:00:00,USA,Boston,www.flipkart.com,12083,N,Timeout
678,145,Joe Smith,222,Paper Clips,Stationery,Wallet,22,2926,2023-04-25 17:03:30,UK,London,www.amazon.com,35270,Y,
679,155,John Smith,233,Paper Clips,Stationery,Wallet,19,9828,2023-02-16 02:13:59,UK,London,www.ebay.in,65625,Y,
680,119,Joe Smith,244,Mixing Bowls,Home & Kitchen,Card,36,2581,2021-05-28 22:57:46,UK,London,www.ebay.in,74136,N,Invalid CVV
681,140,Mary Jane,268,Stapler,Stationery,Internet Banking,35,8030,2023-03-18 08:38:17,India,Mumbai,www.amazon.com,85174,Y,
682,116,Mary Jane,229,Young Adult,Books,Wallet,8,4186,2021-04-30 00:37:34,India,Indore,www.flipkart.com,73753,N,Timeout
683,127,Neo,228,Microwave,Home & Kitchen,UPI,44,1002,2023-01-01 00:00:00,India,Indore,www.tatacliq.com,20735,Y,
684,181,Trinity,299,Home Theater System,Electronics,Internet Banking,21,4504,2022-09-15 02:39:33,Australia,Sydney,www.amazon.com,81600,N,Timeout
685,153,John Smith,294,Classics,Books,Card,29,771,2022-07-27 05:44:14,USA,New York,www.ebay.in,74793,Y,
686,134,Mary Jane,285,Jackets,Clothing,Internet Banking,22,1890,2021-03-01 00:20:18,UK,Manchester,www.flipkart.com,61746,Y,
687,109,John Smith,220,Gaming Console,Electronics,Card,17,560,2021-01-25 05:09:19,Australia,Melbourne,www.amazon.com,24969,Y,
688,153,Mary Jane,227,Shorts,Clothing,Wallet,47,9199,2022-08-31 03:25:18,Germany,Berlin,www.flipkart.com,59504,N,Invalid CVV
689,102,Joe Smith,280,Whiteboard Markers,Stationery,Card,19,1804,2021-06-08 02:07:00,Germany,Berlin,www.flipkart.com,60129,N,Insufficient Funds
690,110,John Smith,269,Textbooks,Books,UPI,20,2656,2022-02-08 19:30:03,UK,Oxford,www.ebay.in,34448,Y,
691,177,John Smith,201,Markers,Stationery,Wallet,15,6577,2021-07-23 00:10:54,India,Indore,www.ebay.in,14829,Y,
692,157,Mary Jane,263,Kitchen Towels,Home & Kitchen,UPI,42,4231,2021-10-21 07:33:58,USA,New York,www.amazon.com,96984,Y,
693,136,Trinity,294,Science Fiction,Books,UPI,44,9442,2023-01-21 02:06:45,India,Bengaluru,www.ebay.in,59382,N,Invalid CVV
694,100,Mary Jane,241,USB Flash Drive,Electronics,UPI,37,5989,2021-08-03 17:48:38,UK,Manchester,www.ebay.in,62866,Y,
695,199,Neo,284,Binder,Stationery,Internet Banking,38,7812,2021-05-28 12:36:50,India,Mumbai,www.ebay.in,10030,Y,
696,143,,213,Jeans,Clothing,Card,40,9974,2021-01-01 18:21:02,India,Bengaluru,www.amazon.com,49997,N,Invalid CVV
697,172,John Smith,257,Home Theater System,Electronics,Internet Banking,37,2158,2022-06-29 12:21:17,India,Indore,www.tatacliq.com,18016,Y,
698,108,Neo,208,Drone,Electronics,Internet Banking,36,6191,2021-12-26 07:43:15,UK,Oxford,www.amazon.com,21305,N,Insufficient Funds
699,150,Trinity,203,Dresses,Clothing,UPI,44,6444,2023-04-02 00:20:26,Australia,Melbourne,www.ebay.in,93269,N,Insufficient Funds
700,139,Joe Smith,227,Bluetooth Speaker,Electronics,Card,31,4942,2021-10-05 01:09:10,India,Indore,www.tatacliq.com,61230,Y,
701,160,Joe Smith,243,Horror,Books,Wallet,15,94,2021-06-16 04:09:23,UK,London,www.tatacliq.com,26074,Y,
702,172,John Smith,228,Jackets,Clothing,UPI,8,3631,2022-08-23 16:32:22,India,Mumbai,www.ebay.in,27303,N,Timeout
703,131,Mary Jane,243,Air Fryer,Home & Kitchen,Wallet,34,4668,2021-09-23 20:54:30,Australia,Brisbane,www.tatacliq.com,57989,Y,
704,159,Neo,243,Shorts,Clothing,UPI,33,6491,2022-03-15 02:05:44,Germany,Berlin,www.ebay.in,83557,Y,
705,101,John Smith,236,Glue Stick,Stationery,Wallet,46,8676,2022-07-30 02:28:49,USA,Boston,www.ebay.in,71676,Y,
706,165,Neo,227,Glasses,Home & Kitchen,UPI,-33,1087,2023-05-18 14:23:34,Australia,Sydney,www.amazon.com,87410,Y,
707,176,Joe Smith,247,Paper Cutter,Stationery,UPI,1,6422,2022-04-18 10:05:53,Germany,Munich,www.amazon.com,20236,Y,
708,187,Trinity,262,Travel Books,Books,Internet Banking,14,4838,2021-04-11 21:44:43,USA,Boston,www.amazon.com,68947,Y,
709,148,Joe Smith,235,Camera,Electronics,Internet Banking,33,9601,2021-11-10 05:53:13,Germany,Munich,www.flipkart.com,31248,N,Invalid CVV
710,125,Trinity,221,Home Theater System,Electronics,Card,46,6863,2023-08-30 20:46:05,Australia,Sydney,www.tatacliq.com,93966,Y,
711,163,Mary Jane,227,Scarves,Clothing,Card,21,1511,2022-02-21 13:24:26,USA,New York,www.amazon.com,27364,Y,
712,104,Neo,295,Jeans,Clothing,UPI,20,7996,2023-08-13 07:06:06,India,Bengaluru,www.tatacliq.com,49452,N,Timeout
713,109,Trinity,280,Pencil Sharpener,Stationery,Card,14,4262,2023-12-13 21:18:24,Germany,Munich,www.flipkart.com,92683,N,Insufficient Funds
714,167,Joe Smith,270,Wireless Router,Electronics,Internet Banking,39,6713,2021-07-12 00:17:40,India,Mumbai,www.ebay.in,61009,Y,
715,179,Neo,266,Notebook,Stationery,Wallet,25,7902,2022-01-18 09:25:58,UK,Oxford,www.ebay.in,86878,N,Invalid CVV
716,190,Mary Jane,230,Suits,Clothing,Card,44,6948,2021-09-21 18:35:51,India,Mumbai,www.tatacliq.com,40819,N,Invalid CVV
717,178,Joe Smith,276,Plates,Home & Kitchen,Card,7,8867,2022-05-18 08:23:25,India,Mumbai,www.flipkart.com,40509,N,Insufficient Funds
718,166,,292,Bluetooth Earbuds,Electronics,Card,16,279,2023-07-28 23:33:09,India,Bengaluru,www.flipkart.com,44250,Y,
